,RMC_LATITUDE,RMC_LONGITUDE,SAMPLE_TIMESTAMP,RMC_UTC_DATE,RMC_UTC_DATE_YMD,RMC_GROUND_SPEED,RMC_GROUND_WEEK
0,37.420715,126.598332,2021-05-08 08:39:00,083856.00,080521,0.022,139.7
1,37.420715,126.598332,2021-05-08 08:39:02,083858.00,080521,0.022,139.7
2,37.420715,126.598332,2021-05-08 08:39:04,083900.00,080521,0.017,139.7
3,37.420715,126.598332,2021-05-08 08:39:06,083903.00,080521,0.008,139.7
4,37.420715,126.598332,2021-05-08 08:39:09,083905.00,080521,0.009,139.7
5,37.420715,126.598332,2021-05-08 08:39:11,083907.00,080521,0.009,139.7
6,37.420715,126.59833,2021-05-08 08:39:13,083909.00,080521,0.009,139.7
7,37.420715,126.59833,2021-05-08 08:39:16,083912.00,080521,0.005,139.7
8,37.420715,126.59833,2021-05-08 08:39:18,083914.00,080521,0.011,139.7
9,37.420715,126.59833,2021-05-08 08:39:20,083916.00,080521,0.013,139.7
10,37.420715,126.59833,2021-05-08 08:39:22,083919.00,080521,0.017,139.7
11,37.420715,126.59833,2021-05-08 08:39:25,083921.00,080521,0.012,139.7
12,37.420715,126.59833,2021-05-08 08:39:27,083923.00,080521,0.014,139.7
13,37.420715,126.59833,2021-05-08 08:39:29,083926.00,080521,0.015,139.7
14,37.420715,126.59833,2021-05-08 08:39:31,083928.00,080521,0.016,139.7
15,37.420715,126.59833,2021-05-08 08:39:34,083930.00,080521,0.012,139.7
16,37.420715,126.598328,2021-05-08 08:39:36,083932.00,080521,0.011,139.7
17,37.420715,126.598328,2021-05-08 08:39:38,083935.00,080521,0.009,139.7
18,37.420715,126.598328,2021-05-08 08:39:40,083937.00,080521,0.006,139.7
19,37.420717,126.59833,2021-05-08 08:39:43,083939.00,080521,0.004,139.7
20,37.420717,126.59833,2021-05-08 08:39:45,083941.00,080521,0.013,139.7
21,37.420717,126.59833,2021-05-08 08:39:47,083943.00,080521,0.017,139.7
22,37.420717,126.59833,2021-05-08 08:39:49,083946.00,080521,0.036,139.7
23,37.420718,126.59833,2021-05-08 08:39:50,083947.00,080521,0.036,139.7
24,37.420718,126.59833,2021-05-08 08:39:52,083948.00,080521,0.039,139.7
25,37.420717,126.59833,2021-05-08 08:39:54,083951.00,080521,0.05,139.7
26,37.420715,126.59833,2021-05-08 08:39:56,083953.00,080521,0.059,139.7
27,37.420715,126.59833,2021-05-08 08:39:59,083955.00,080521,0.063,139.7
28,37.420733,126.598353,2021-05-08 08:41:02,084059.00,080521,0.168,139.7
29,37.420737,126.598355,2021-05-08 08:41:04,084101.00,080521,0.168,139.7
30,37.42074,126.598357,2021-05-08 08:41:07,084103.00,080521,0.185,139.7
31,37.42074,126.598358,2021-05-08 08:41:09,084105.00,080521,0.199,139.7
32,37.420742,126.59836,2021-05-08 08:41:11,084108.00,080521,0.21,28.9
33,37.420743,126.598362,2021-05-08 08:41:13,084110.00,080521,0.211,28.6
34,37.420742,126.598362,2021-05-08 08:41:16,084112.00,080521,0.208,28.4
35,37.42074,126.59836,2021-05-08 08:41:18,084114.00,080521,0.215,27.8
36,37.42074,126.598362,2021-05-08 08:41:20,084117.00,080521,0.225,27.1
37,37.420742,126.598363,2021-05-08 08:41:23,084119.00,080521,0.226,26.3
38,37.420743,126.598363,2021-05-08 08:41:25,084121.00,080521,0.233,24.2
39,37.420745,126.598365,2021-05-08 08:41:27,084123.00,080521,0.232,22.0
40,37.420748,126.598367,2021-05-08 08:41:29,084126.00,080521,0.239,18.1
41,37.420752,126.598367,2021-05-08 08:41:32,084128.00,080521,0.243,13.8
42,37.420753,126.598367,2021-05-08 08:41:34,084130.00,080521,0.248,10.3
43,37.420755,126.598367,2021-05-08 08:41:36,084133.00,080521,0.259,5.9
44,37.420757,126.598367,2021-05-08 08:41:38,084135.00,080521,0.259,2.4
45,37.420758,126.598365,2021-05-08 08:41:41,084137.00,080521,0.262,359.1
46,37.42076,126.598365,2021-05-08 08:41:43,084139.00,080521,0.269,355.5
47,37.420762,126.598363,2021-05-08 08:41:45,084141.00,080521,0.27,353.8
48,37.420767,126.598362,2021-05-08 08:41:47,084144.00,080521,0.305,349.8
49,37.42077,126.598362,2021-05-08 08:41:49,084146.00,080521,0.335,349.7
50,37.420772,126.59836,2021-05-08 08:41:50,084147.00,080521,0.353,349.6
51,37.420773,126.598362,2021-05-08 08:41:52,084148.00,080521,0.37,349.5
52,37.420778,126.59836,2021-05-08 08:41:54,084150.00,080521,0.418,350.3
53,37.420788,126.59836,2021-05-08 08:41:56,084153.00,080521,0.501,350.7
54,37.420793,126.598358,2021-05-08 08:41:59,084155.00,080521,0.564,351.8
55,37.420802,126.598358,2021-05-08 08:42:01,084157.00,080521,0.638,353.0
56,37.420813,126.598357,2021-05-08 08:42:03,084200.00,080521,0.753,354.5
57,37.420823,126.598355,2021-05-08 08:42:06,084202.00,080521,0.833,354.4
58,37.420833,126.598353,2021-05-08 08:42:08,084204.00,080521,0.911,353.3
59,37.420855,126.598352,2021-05-08 08:42:10,084207.00,080521,1.032,350.9
60,37.420868,126.598347,2021-05-08 08:42:12,084209.00,080521,1.119,349.3
61,37.420883,126.598345,2021-05-08 08:42:15,084211.00,080521,1.215,348.2
62,37.420898,126.598342,2021-05-08 08:42:17,084213.00,080521,1.313,347.1
63,37.420923,126.598335,2021-05-08 08:42:19,084216.00,080521,1.406,346.1
64,37.42094,126.59833,2021-05-08 08:42:21,084218.00,080521,1.513,344.0
65,37.420955,126.598323,2021-05-08 08:42:23,084220.00,080521,1.586,342.7
66,37.42097,126.598313,2021-05-08 08:42:26,084222.00,080521,1.645,341.5
67,37.420997,126.598302,2021-05-08 08:42:28,084225.00,080521,1.746,340.0
68,37.421005,126.598297,2021-05-08 08:42:30,084226.00,080521,1.746,340.0
69,37.421032,126.59828,2021-05-08 08:42:32,084229.00,080521,1.867,337.8
70,37.421047,126.598268,2021-05-08 08:42:35,084231.00,080521,1.919,336.5
71,37.421063,126.598257,2021-05-08 08:42:37,084233.00,080521,1.978,335.5
72,37.42108,126.598245,2021-05-08 08:42:39,084235.00,080521,2.029,334.5
73,37.421105,126.598225,2021-05-08 08:42:41,084238.00,080521,2.107,333.4
74,37.421122,126.59821,2021-05-08 08:42:44,084240.00,080521,2.143,332.7
75,37.421138,126.598197,2021-05-08 08:42:46,084242.00,080521,2.179,332.1
76,37.421167,126.598178,2021-05-08 08:42:48,084245.00,080521,2.22,331.2
77,37.421187,126.598165,2021-05-08 08:42:51,084247.00,080521,2.247,330.6
78,37.421205,126.598152,2021-05-08 08:42:53,084249.00,080521,2.257,330.4
79,37.421233,126.598133,2021-05-08 08:42:55,084252.00,080521,2.304,329.6
80,37.421253,126.598122,2021-05-08 08:42:57,084254.00,080521,2.317,329.6
81,37.421272,126.598108,2021-05-08 08:43:00,084256.00,080521,2.356,329.7
82,37.4213,126.598085,2021-05-08 08:43:02,084259.00,080521,2.381,330.0
83,37.421322,126.598072,2021-05-08 08:43:04,084301.00,080521,2.421,330.6
84,37.421342,126.598057,2021-05-08 08:43:07,084303.00,080521,2.448,331.0
85,37.421363,126.598043,2021-05-08 08:43:09,084305.00,080521,2.475,331.5
86,37.421385,126.59803,2021-05-08 08:43:11,084307.00,080521,2.499,331.7
87,37.421405,126.598017,2021-05-08 08:43:13,084309.00,080521,2.526,332.3
88,37.421438,126.597997,2021-05-08 08:43:15,084312.00,080521,2.579,332.8
89,37.421462,126.597983,2021-05-08 08:43:18,084314.00,080521,2.629,333.3
90,37.421485,126.597968,2021-05-08 08:43:20,084316.00,080521,2.684,333.5
91,37.421508,126.597955,2021-05-08 08:43:22,084318.00,080521,2.737,333.7
92,37.421545,126.597932,2021-05-08 08:43:25,084321.00,080521,2.808,333.1
93,37.421568,126.597917,2021-05-08 08:43:27,084323.00,080521,2.85,332.5
94,37.421593,126.5979,2021-05-08 08:43:29,084325.00,080521,2.888,331.8
95,37.42163,126.597873,2021-05-08 08:43:31,084328.00,080521,2.959,331.1
96,37.421655,126.597855,2021-05-08 08:43:34,084330.00,080521,3.013,330.8
97,37.42168,126.597837,2021-05-08 08:43:36,084332.00,080521,3.064,330.7
98,37.421717,126.597808,2021-05-08 08:43:38,084335.00,080521,3.136,330.1
99,37.421743,126.597787,2021-05-08 08:43:41,084337.00,080521,3.179,329.5
100,37.42177,126.597767,2021-05-08 08:43:43,084339.00,080521,3.235,329.0
101,37.421812,126.597735,2021-05-08 08:43:45,084342.00,080521,3.359,328.7
102,37.42184,126.597712,2021-05-08 08:43:47,084344.00,080521,3.463,328.7
103,37.42187,126.597688,2021-05-08 08:43:50,084346.00,080521,3.567,328.4
104,37.4219,126.597663,2021-05-08 08:43:52,084348.00,080521,3.678,328.0
105,37.421932,126.597638,2021-05-08 08:43:54,084350.00,080521,3.787,327.6
106,37.42198,126.597598,2021-05-08 08:43:56,084353.00,080521,3.952,327.2
107,37.421997,126.597585,2021-05-08 08:43:57,084354.00,080521,3.952,327.2
108,37.422013,126.597572,2021-05-08 08:43:59,084355.00,080521,4.066,327.2
109,37.422048,126.597545,2021-05-08 08:44:01,084357.00,080521,4.18,327.4
110,37.422083,126.597517,2021-05-08 08:44:03,084359.00,080521,4.292,327.5
111,37.422137,126.597475,2021-05-08 08:44:05,084402.00,080521,4.449,327.6
112,37.422157,126.59746,2021-05-08 08:44:06,084403.00,080521,4.5,327.6
113,37.422175,126.597445,2021-05-08 08:44:08,084404.00,080521,4.551,327.5
114,37.422213,126.597415,2021-05-08 08:44:10,084406.00,080521,4.599,327.4
115,37.422272,126.597368,2021-05-08 08:44:12,084409.00,080521,4.741,327.3
116,37.422312,126.597337,2021-05-08 08:44:14,084411.00,080521,4.88,327.5
117,37.422352,126.597305,2021-05-08 08:44:17,084413.00,080521,4.972,327.6
118,37.422393,126.597273,2021-05-08 08:44:19,084415.00,080521,5.062,327.7
119,37.422435,126.59724,2021-05-08 08:44:21,084417.00,080521,5.147,327.5
120,37.422498,126.597188,2021-05-08 08:44:24,084420.00,080521,5.275,327.3
121,37.422542,126.597153,2021-05-08 08:44:26,084422.00,080521,5.351,327.1
122,37.422607,126.5971,2021-05-08 08:44:28,084425.00,080521,5.457,327.0
123,37.422652,126.597063,2021-05-08 08:44:30,084427.00,080521,5.535,326.8
124,37.422697,126.597027,2021-05-08 08:44:33,084429.00,080521,5.627,326.6
125,37.422743,126.596987,2021-05-08 08:44:35,084431.00,080521,5.679,326.5
126,37.422813,126.596927,2021-05-08 08:44:37,084434.00,080521,5.923,326.2
127,37.422862,126.596885,2021-05-08 08:44:40,084436.00,080521,5.993,326.2
128,37.422912,126.596843,2021-05-08 08:44:42,084438.00,080521,6.205,326.3
129,37.422963,126.5968,2021-05-08 08:44:44,084440.00,080521,6.342,326.0
130,37.423042,126.596733,2021-05-08 08:44:46,084443.00,080521,6.545,325.8
131,37.423097,126.596688,2021-05-08 08:44:48,084445.00,080521,6.677,325.9
132,37.423152,126.596643,2021-05-08 08:44:51,084447.00,080521,6.814,326.2
133,37.423208,126.596598,2021-05-08 08:44:53,084449.00,080521,6.881,326.5
134,37.423293,126.596528,2021-05-08 08:44:56,084452.00,080521,7.146,327.0
135,37.423353,126.59648,2021-05-08 08:44:58,084454.00,080521,7.208,327.0
136,37.423443,126.596408,2021-05-08 08:45:00,084457.00,080521,7.448,327.2
137,37.423505,126.596362,2021-05-08 08:45:02,084459.00,080521,7.56,327.6
138,37.423568,126.596315,2021-05-08 08:45:05,084501.00,080521,7.67,328.1
139,37.42363,126.596267,2021-05-08 08:45:07,084503.00,080521,7.758,328.3
140,37.423725,126.596193,2021-05-08 08:45:09,084506.00,080521,7.83,328.3
141,37.423788,126.596143,2021-05-08 08:45:11,084508.00,080521,7.935,328.0
142,37.423853,126.596093,2021-05-08 08:45:13,084510.00,080521,8.015,328.1
143,37.423918,126.596043,2021-05-08 08:45:16,084512.00,080521,8.095,328.1
144,37.423983,126.59599,2021-05-08 08:45:18,084514.00,080521,8.173,327.9
145,37.424082,126.595912,2021-05-08 08:45:20,084517.00,080521,8.289,327.6
146,37.42415,126.595858,2021-05-08 08:45:22,084519.00,080521,8.366,327.6
147,37.424183,126.595833,2021-05-08 08:45:23,084520.00,080521,8.406,327.7
148,37.424218,126.595807,2021-05-08 08:45:25,084521.00,080521,8.406,327.7
149,37.424287,126.595753,2021-05-08 08:45:27,084523.00,080521,8.517,328.0
150,37.424388,126.595673,2021-05-08 08:45:29,084526.00,080521,8.619,327.9
151,37.424458,126.595618,2021-05-08 08:45:32,084528.00,080521,8.685,327.7
152,37.424528,126.595562,2021-05-08 08:45:34,084530.00,080521,8.748,327.5
153,37.424633,126.595478,2021-05-08 08:45:36,084533.00,080521,8.843,327.5
154,37.424705,126.595422,2021-05-08 08:45:38,084535.00,080521,8.903,327.6
155,37.424775,126.595367,2021-05-08 08:45:41,084537.00,080521,8.966,327.7
156,37.424847,126.59531,2021-05-08 08:45:43,084539.00,080521,9.023,327.7
157,37.424953,126.595223,2021-05-08 08:45:45,084542.00,080521,9.106,327.5
158,37.425025,126.595165,2021-05-08 08:45:47,084544.00,080521,9.133,327.4
159,37.425062,126.595135,2021-05-08 08:45:48,084545.00,080521,9.183,327.3
160,37.425098,126.595107,2021-05-08 08:45:50,084546.00,080521,9.21,327.2
161,37.425172,126.595047,2021-05-08 08:45:52,084548.00,080521,9.263,327.3
162,37.425245,126.594988,2021-05-08 08:45:54,084550.00,080521,9.315,327.4
163,37.425358,126.594902,2021-05-08 08:45:56,084553.00,080521,9.393,327.6
164,37.425432,126.594842,2021-05-08 08:45:59,084555.00,080521,9.439,327.5
165,37.425507,126.594782,2021-05-08 08:46:01,084557.00,080521,9.485,327.4
166,37.42562,126.59469,2021-05-08 08:46:03,084600.00,080521,9.552,327.4
167,37.425658,126.59466,2021-05-08 08:46:04,084601.00,080521,9.552,327.4
168,37.425697,126.59463,2021-05-08 08:46:06,084602.00,080521,9.593,327.5
169,37.425812,126.594542,2021-05-08 08:46:08,084605.00,080521,9.656,327.8
170,37.425888,126.59448,2021-05-08 08:46:10,084607.00,080521,9.693,327.8
171,37.425965,126.59442,2021-05-08 08:46:13,084609.00,080521,9.711,327.8
172,37.426042,126.594358,2021-05-08 08:46:15,084611.00,080521,9.762,327.6
173,37.426158,126.594267,2021-05-08 08:46:17,084614.00,080521,9.81,327.5
174,37.426235,126.594205,2021-05-08 08:46:19,084616.00,080521,9.845,327.7
175,37.426313,126.594145,2021-05-08 08:46:22,084618.00,080521,9.882,327.9
176,37.426393,126.594085,2021-05-08 08:46:24,084620.00,080521,9.917,328.1
177,37.426472,126.594023,2021-05-08 08:46:26,084622.00,080521,9.934,328.1
178,37.42659,126.59393,2021-05-08 08:46:28,084625.00,080521,9.999,327.9
179,37.42792,126.592883,2021-05-08 08:47:02,084658.00,080521,10.341,327.0
180,37.428,126.592818,2021-05-08 08:47:04,084700.00,080521,10.332,326.8
181,37.428118,126.592718,2021-05-08 08:47:07,084703.00,080521,10.313,326.3
182,37.428195,126.59265,2021-05-08 08:47:09,084705.00,080521,10.298,325.9
183,37.428273,126.592578,2021-05-08 08:47:11,084707.00,080521,10.279,325.2
184,37.428348,126.592508,2021-05-08 08:47:13,084709.00,080521,10.261,324.6
185,37.42846,126.5924,2021-05-08 08:47:16,084712.00,080521,10.234,323.7
186,37.428535,126.592327,2021-05-08 08:47:18,084714.00,080521,10.21,323.1
187,37.428608,126.592255,2021-05-08 08:47:20,084716.00,080521,10.188,322.6
188,37.42868,126.592182,2021-05-08 08:47:22,084718.00,080521,10.161,321.9
189,37.428787,126.592067,2021-05-08 08:47:25,084721.00,080521,10.12,320.8
190,37.428855,126.59199,2021-05-08 08:47:27,084723.00,080521,10.093,319.8
191,37.428923,126.591912,2021-05-08 08:47:29,084725.00,080521,10.062,319.1
192,37.429025,126.591792,2021-05-08 08:47:32,084728.00,080521,10.021,318.0
193,37.42909,126.591712,2021-05-08 08:47:34,084730.00,080521,9.989,317.2
194,37.429155,126.59163,2021-05-08 08:47:36,084732.00,080521,9.956,316.4
195,37.429218,126.591547,2021-05-08 08:47:38,084734.00,080521,9.921,315.4
196,37.429308,126.59142,2021-05-08 08:47:41,084737.00,080521,9.866,314.0
197,37.429368,126.591333,2021-05-08 08:47:43,084739.00,080521,9.827,313.0
198,37.429425,126.591247,2021-05-08 08:47:45,084741.00,080521,9.789,312.1
199,37.429482,126.59116,2021-05-08 08:47:47,084743.00,080521,9.75,311.1
200,37.429565,126.591028,2021-05-08 08:47:50,084746.00,080521,9.685,309.7
201,37.429617,126.59094,2021-05-08 08:47:52,084748.00,080521,9.642,308.6
202,37.429667,126.59085,2021-05-08 08:47:54,084750.00,080521,9.592,307.4
203,37.429738,126.590713,2021-05-08 08:47:56,084753.00,080521,9.522,305.8
204,37.429785,126.59062,2021-05-08 08:47:59,084755.00,080521,9.476,304.7
205,37.429828,126.590527,2021-05-08 08:48:01,084757.00,080521,9.424,303.5
206,37.429872,126.590433,2021-05-08 08:48:03,084759.00,080521,9.377,302.3
207,37.42993,126.590292,2021-05-08 08:48:06,084802.00,080521,9.297,300.3
208,37.429968,126.590197,2021-05-08 08:48:08,084804.00,080521,9.243,298.9
209,37.430003,126.5901,2021-05-08 08:48:10,084806.00,080521,9.193,297.6
210,37.430037,126.590005,2021-05-08 08:48:12,084808.00,080521,9.139,296.2
211,37.430082,126.589858,2021-05-08 08:48:14,084811.00,080521,9.062,294.3
212,37.430097,126.58981,2021-05-08 08:48:15,084812.00,080521,9.034,293.6
213,37.43011,126.589762,2021-05-08 08:48:17,084813.00,080521,9.009,292.8
214,37.430135,126.589665,2021-05-08 08:48:19,084815.00,080521,8.956,291.4
215,37.430158,126.589567,2021-05-08 08:48:21,084817.00,080521,8.904,289.9
216,37.430188,126.589418,2021-05-08 08:48:24,084820.00,080521,8.829,287.5
217,37.430207,126.589322,2021-05-08 08:48:26,084822.00,080521,8.776,286.1
218,37.430222,126.589222,2021-05-08 08:48:28,084824.00,080521,8.73,284.6
219,37.430235,126.589125,2021-05-08 08:48:30,084826.00,080521,8.684,283.1
220,37.430252,126.588978,2021-05-08 08:48:33,084829.00,080521,8.624,280.9
221,37.43026,126.58888,2021-05-08 08:48:35,084831.00,080521,8.604,280.1
222,37.430268,126.588732,2021-05-08 08:48:37,084834.00,080521,8.537,277.2
223,37.430272,126.588633,2021-05-08 08:48:39,084836.00,080521,8.526,276.1
224,37.430275,126.588583,2021-05-08 08:48:40,084837.00,080521,8.524,275.6
225,37.430277,126.588535,2021-05-08 08:48:42,084838.00,080521,8.524,275.6
226,37.430278,126.588435,2021-05-08 08:48:44,084840.00,080521,8.529,274.0
227,37.43028,126.588285,2021-05-08 08:48:46,084843.00,080521,8.555,272.5
228,37.430278,126.588185,2021-05-08 08:48:48,084845.00,080521,8.579,271.5
229,37.430278,126.588135,2021-05-08 08:48:49,084846.00,080521,8.6,271.2
230,37.430278,126.588085,2021-05-08 08:48:51,084847.00,080521,8.628,270.8
231,37.430275,126.58793,2021-05-08 08:48:53,084850.00,080521,8.751,269.9
232,37.430272,126.587825,2021-05-08 08:48:55,084852.00,080521,8.854,269.5
233,37.430268,126.587718,2021-05-08 08:48:57,084854.00,080521,8.972,268.7
234,37.430265,126.587663,2021-05-08 08:48:58,084855.00,080521,9.032,268.3
235,37.430263,126.58761,2021-05-08 08:49:00,084856.00,080521,9.096,268.1
236,37.430257,126.5875,2021-05-08 08:49:02,084858.00,080521,9.23,267.4
237,37.43025,126.587387,2021-05-08 08:49:04,084900.00,080521,9.371,266.8
238,37.430238,126.587215,2021-05-08 08:49:07,084903.00,080521,9.597,266.2
239,37.43023,126.5871,2021-05-08 08:49:09,084905.00,080521,9.747,265.9
240,37.430222,126.58698,2021-05-08 08:49:11,084907.00,080521,9.907,265.5
241,37.430205,126.5868,2021-05-08 08:49:13,084910.00,080521,10.139,264.7
242,37.4302,126.586738,2021-05-08 08:49:14,084911.00,080521,10.215,264.5
243,37.430193,126.586678,2021-05-08 08:49:16,084912.00,080521,10.288,264.2
244,37.430175,126.586492,2021-05-08 08:49:18,084915.00,080521,10.519,263.8
245,37.430163,126.586365,2021-05-08 08:49:20,084917.00,080521,10.663,263.5
246,37.43015,126.586237,2021-05-08 08:49:22,084919.00,080521,10.811,263.3
247,37.430135,126.586107,2021-05-08 08:49:25,084921.00,080521,10.948,263.0
248,37.43012,126.585977,2021-05-08 08:49:27,084923.00,080521,11.089,262.7
249,37.430105,126.585843,2021-05-08 08:49:29,084925.00,080521,11.218,262.5
250,37.430082,126.585643,2021-05-08 08:49:32,084928.00,080521,11.416,262.2
251,37.430065,126.585507,2021-05-08 08:49:34,084930.00,080521,11.538,262.1
252,37.430048,126.585372,2021-05-08 08:49:36,084932.00,080521,11.66,262.0
253,37.430032,126.585233,2021-05-08 08:49:38,084934.00,080521,11.778,261.8
254,37.430005,126.585025,2021-05-08 08:49:41,084937.00,080521,11.944,261.6
255,37.429987,126.584883,2021-05-08 08:49:43,084939.00,080521,12.05,261.5
256,37.42997,126.584742,2021-05-08 08:49:45,084941.00,080521,12.158,261.4
257,37.429952,126.5846,2021-05-08 08:49:47,084943.00,080521,12.247,261.4
258,37.429923,126.584385,2021-05-08 08:49:50,084946.00,080521,12.333,261.2
259,37.429905,126.584243,2021-05-08 08:49:52,084948.00,080521,12.36,261.1
260,37.429885,126.584102,2021-05-08 08:49:54,084950.00,080521,12.382,261.0
261,37.429855,126.583888,2021-05-08 08:49:56,084953.00,080521,12.39,260.8
262,37.429845,126.583818,2021-05-08 08:49:57,084954.00,080521,12.388,260.7
263,37.429835,126.583747,2021-05-08 08:49:59,084955.00,080521,12.389,260.7
264,37.429815,126.583605,2021-05-08 08:50:01,084957.00,080521,12.38,260.6
265,37.429795,126.583465,2021-05-08 08:50:03,084959.00,080521,12.366,260.5
266,37.429765,126.583253,2021-05-08 08:50:06,085002.00,080521,12.345,260.3
267,37.429745,126.583113,2021-05-08 08:50:08,085004.00,080521,12.328,260.1
268,37.429723,126.582975,2021-05-08 08:50:10,085006.00,080521,12.308,259.9
269,37.429702,126.582835,2021-05-08 08:50:12,085008.00,080521,12.288,259.8
270,37.429672,126.582625,2021-05-08 08:50:15,085011.00,080521,12.261,259.6
271,37.42965,126.582487,2021-05-08 08:50:17,085013.00,080521,12.242,259.5
272,37.42963,126.582348,2021-05-08 08:50:19,085015.00,080521,12.23,259.4
273,37.429608,126.58221,2021-05-08 08:50:21,085017.00,080521,12.221,259.3
274,37.429573,126.582,2021-05-08 08:50:24,085020.00,080521,12.21,259.0
275,37.42955,126.581862,2021-05-08 08:50:26,085022.00,080521,12.19,258.6
276,37.429527,126.581725,2021-05-08 08:50:28,085024.00,080521,12.168,258.3
277,37.42949,126.58152,2021-05-08 08:50:31,085027.00,080521,12.134,257.8
278,37.429463,126.581385,2021-05-08 08:50:33,085029.00,080521,12.109,257.3
279,37.429435,126.58125,2021-05-08 08:50:35,085031.00,080521,12.085,256.7
280,37.42939,126.581048,2021-05-08 08:50:37,085034.00,080521,12.054,255.6
281,37.429373,126.580982,2021-05-08 08:50:38,085035.00,080521,12.047,255.2
282,37.429357,126.580915,2021-05-08 08:50:40,085036.00,080521,12.04,254.8
283,37.429323,126.580783,2021-05-08 08:50:42,085038.00,080521,12.022,254.1
284,37.429288,126.580652,2021-05-08 08:50:44,085040.00,080521,12.009,253.4
285,37.429233,126.580457,2021-05-08 08:50:46,085043.00,080521,11.995,252.7
286,37.429193,126.580325,2021-05-08 08:50:48,085045.00,080521,11.972,251.4
287,37.429173,126.580262,2021-05-08 08:50:49,085046.00,080521,11.972,251.4
288,37.429153,126.580197,2021-05-08 08:50:51,085047.00,080521,11.96,250.4
289,37.42911,126.58007,2021-05-08 08:50:53,085049.00,080521,11.944,249.4
290,37.429043,126.57988,2021-05-08 08:50:55,085052.00,080521,11.922,248.0
291,37.428995,126.579755,2021-05-08 08:50:58,085054.00,080521,11.906,247.0
292,37.428947,126.579632,2021-05-08 08:51:00,085056.00,080521,11.891,246.0
293,37.428897,126.57951,2021-05-08 08:51:02,085058.00,080521,11.871,245.0
294,37.428817,126.579328,2021-05-08 08:51:05,085101.00,080521,11.845,243.3
295,37.428762,126.579212,2021-05-08 08:51:07,085103.00,080521,11.823,242.1
296,37.428703,126.579095,2021-05-08 08:51:09,085105.00,080521,11.806,241.0
297,37.428645,126.578982,2021-05-08 08:51:11,085107.00,080521,11.784,239.8
298,37.428553,126.578813,2021-05-08 08:51:14,085110.00,080521,11.752,238.1
299,37.42849,126.578703,2021-05-08 08:51:16,085112.00,080521,11.729,236.8
300,37.428423,126.578597,2021-05-08 08:51:18,085114.00,080521,11.706,235.6
301,37.428357,126.57849,2021-05-08 08:51:20,085116.00,080521,11.679,234.3
302,37.428252,126.578335,2021-05-08 08:51:23,085119.00,080521,11.643,232.3
303,37.42818,126.578235,2021-05-08 08:51:25,085121.00,080521,11.617,231.0
304,37.428107,126.578138,2021-05-08 08:51:27,085123.00,080521,11.593,229.8
305,37.428032,126.578042,2021-05-08 08:51:29,085125.00,080521,11.571,228.5
306,37.427915,126.577903,2021-05-08 08:51:32,085128.00,080521,11.536,226.5
307,37.427835,126.577813,2021-05-08 08:51:34,085130.00,080521,11.517,225.2
308,37.427753,126.577725,2021-05-08 08:51:36,085132.00,080521,11.498,223.8
309,37.42763,126.577598,2021-05-08 08:51:39,085135.00,080521,11.472,221.9
310,37.427547,126.577517,2021-05-08 08:51:41,085137.00,080521,11.463,220.6
311,37.427462,126.577437,2021-05-08 08:51:43,085139.00,080521,11.458,219.5
312,37.427375,126.577358,2021-05-08 08:51:45,085141.00,080521,11.47,218.4
313,37.427243,126.577243,2021-05-08 08:51:47,085144.00,080521,11.505,216.9
314,37.4272,126.577207,2021-05-08 08:51:48,085145.00,080521,11.519,216.4
315,37.427155,126.57717,2021-05-08 08:51:50,085146.00,080521,11.537,215.9
316,37.427063,126.577095,2021-05-08 08:51:52,085148.00,080521,11.581,215.0
317,37.426973,126.577018,2021-05-08 08:51:54,085150.00,080521,11.639,214.7
318,37.426837,126.576903,2021-05-08 08:51:57,085153.00,080521,11.727,214.4
319,37.426745,126.576827,2021-05-08 08:51:59,085155.00,080521,11.789,214.3
320,37.426653,126.57675,2021-05-08 08:52:01,085157.00,080521,11.85,214.0
321,37.426558,126.576675,2021-05-08 08:52:03,085159.00,080521,11.907,213.7
322,37.426417,126.576562,2021-05-08 08:52:06,085202.00,080521,11.962,213.1
323,37.426322,126.576487,2021-05-08 08:52:08,085204.00,080521,11.989,213.1
324,37.426228,126.57641,2021-05-08 08:52:10,085206.00,080521,12.026,213.1
325,37.426135,126.576332,2021-05-08 08:52:12,085208.00,080521,12.075,213.1
326,37.42599,126.57622,2021-05-08 08:52:15,085211.00,080521,12.15,212.5
327,37.42589,126.576148,2021-05-08 08:52:17,085213.00,080521,12.198,211.6
328,37.42579,126.576078,2021-05-08 08:52:19,085215.00,080521,12.251,211.0
329,37.425692,126.576005,2021-05-08 08:52:21,085217.00,080521,12.303,210.9
330,37.425545,126.575888,2021-05-08 08:52:24,085220.00,080521,12.379,211.6
331,37.425447,126.57581,2021-05-08 08:52:26,085222.00,080521,12.431,211.8
332,37.425345,126.575735,2021-05-08 08:52:28,085224.00,080521,12.476,211.5
333,37.425243,126.575662,2021-05-08 08:52:30,085226.00,080521,12.524,211.0
334,37.425088,126.575555,2021-05-08 08:52:33,085229.00,080521,12.578,210.1
335,37.424987,126.575482,2021-05-08 08:52:35,085231.00,080521,12.6,210.1
336,37.424887,126.575407,2021-05-08 08:52:37,085233.00,080521,12.612,210.3
337,37.424737,126.575293,2021-05-08 08:52:39,085236.00,080521,12.623,210.7
338,37.424635,126.575218,2021-05-08 08:52:42,085238.00,080521,12.623,210.6
